2015-01-05
-0.01356481
-0.01529482
-0.01170079
-0.01189744
-0.01910404
-0.00469402
-0.01963758
-0.01630699
-0.04037063
-0.01844721
0.01498001
-0.05160295
0.11308770
2015-01-06
0.00396112
0.00305730
-0.00039755
-0.00062106
-0.00174096
0.00841328
-0.00395859
0.00445603
-0.03798556
-0.00893325
0.01271066
-0.04308108
0.05849624
2015-01-07
-0.00242700
-0.00678140
-0.00505581
-0.00534628
-0.00791815
0.00631680
-0.01428996
0.00617913
-0.00459539
0.01156274
-0.00716088
0.01491022
-0.08959743
2015-01-08
-0.00056543
0.00156409
-0.00339580
-0.00331957
-0.00201129
-0.00517735
0.00598004
0.00294837
0.03123681
0.01773017
-0.00181889
0.00287355
-0.12682165
2015-01-09
0.00477601
-0.00075276
-0.00349234
-0.00337944
-0.00129839
-0.00420777
0.01013240
0.00545441
-0.02257436
-0.00843932
0.00626959
-0.00885235
0.03125249
2015-01-12
0.01323220
-0.00142787
0.00637414
0.00630714
0.00670639
0.01327730
-0.00318787
0.00430640
-0.03039122
-0.00812662
0.01364006
-0.04851107
0.11047568
2015-01-13
-0.00875945
-0.01038969
-0.00303943
-0.00330637
-0.00125995
-0.00098085
-0.01242471
-0.01045984
-0.01157296
-0.00258189
0.00129720
-0.00391476
0.04781783
2015-01-14
0.00285679
0.00112866
-0.00452224
-0.00450950
0.00000000
0.00451464
0.00041741
-0.00271419
-0.02844301
-0.00583003
0.00008099
0.05490412
0.04377483
2015-01-15
-0.00359011
0.00062755
0.00055926
0.00064805
0.00421104
0.00344409
0.01519516
-0.00394164
-0.03433340
-0.00929090
0.02424986
-0.04708987
0.04149216
2015-01-16
0.00965723
-0.00092031
0.17610891
-0.01268343
-0.00349779
0.01079149
0.00267812
0.01633123
0.02228509
0.01333489
0.00960038
0.05141218
-0.06647572
2015-01-20
-0.00385921
0.00127889
-0.02470968
0.00275657
-0.00344646
-0.00129213
-0.01111477
-0.00458809
-0.00441746
0.00154875
0.01345742
-0.04838974
-0.05192162
2015-01-21
-0.00368114
-0.01313792
0.00610043
-0.00440909
0.00379477
-0.00792863
-0.00585897
-0.01448073
0.02513794
0.00472047
-0.00038641
0.02952321
-0.05370413
2015-01-22
-0.00788918
-0.01886633
0.01593285
0.00590626
-0.00016662
0.00667209
0.01413126
-0.00974060
0.02294045
0.01515431
0.00539625
-0.03124917
-0.13923162
2015-01-23
-0.01007539
-0.00310607
-0.01293176
-0.02339615
-0.00873064
-0.00753137
-0.01046302
-0.00867112
-0.04255961
-0.00550666
-0.00624687
-0.01566955
0.01572932
2015-01-26
-0.01812026
-0.00602277
-0.01072583
-0.01969567
-0.00115534
0.01177420
-0.01720456
-0.01186624
0.00603564
0.00256517
-0.01026444
-0.00969808
-0.07088108
2015-01-27
0.00584521
-0.00178856
-0.02266698
0.01092916
0.00595602
-0.00982704
0.00022602
0.00245133
-0.00164243
-0.01347829
0.00956791
0.02363861
0.10394191
2015-01-28
-0.00007923
0.00685881
0.00233267
0.01058356
0.00678120
0.00630566
0.00690067
0.00230806
-0.05693285
-0.01358750
-0.00450026
-0.03926395
0.17142233
2015-01-29
-0.00363717
-0.01027462
-0.00863696
-0.00758719
-0.00301780
0.00155501
-0.01108689
-0.01758581
0.01553992
0.00948952
-0.02464210
0.00179811
-0.08576684
2015-01-30
-0.01410677
-0.00716162
-0.01694494
0.00478345
-0.00418562
-0.00556309
0.00048615
-0.00569672
-0.04437394
-0.01307710
0.01887074
0.08002550
0.11136586
2015-02-02
0.00000000
-0.00601584
0.00130164
-0.00234370
0.00052788
0.00903879
0.01252838
-0.00312671
-0.00119473
0.01287917
-0.00180064
0.02719722
-0.07627453
2015-02-03
0.00249333
0.00831793
-0.00627576
0.00288798
-0.00391499
-0.00333107
0.00905478
0.00575198
0.06199494
0.01433624
-0.01301332
0.06784904
-0.11437918
2015-02-04
-0.00498060
0.01134916
0.00253805
0.01014540
0.00755762
-0.00060375
0.01534704
0.00365761
0.00950529
-0.00416471
0.00324954
-0.09070250
0.05609996
2015-02-05
-0.00023276
-0.01087227
-0.00135079
-0.01217360
0.00250149
0.00304768
-0.01251208
0.00425971
0.00996686
0.01023881
-0.00142533
0.04104486
-0.08418838
2015-02-06
0.00497939
0.01135467
0.00432897
0.01344621
0.00956349
-0.00210373
0.01519257
0.00634974
0.06557100
-0.00342403
-0.02251786
0.02368710
0.02577767
2015-02-09
-0.00497939
-0.00657265
-0.00465290
-0.01383092
-0.00568502
-0.01213518
-0.01276365
-0.00767358
0.00514669
-0.00425624
0.00557647
0.02238261
0.07034140
2015-02-10
0.00490136
0.00344925
0.00183697
0.00110947
-0.00150746
0.00342688
0.00162604
0.00700721
0.02183387
0.01061898
-0.00744225
-0.05522399
-0.07381772
2015-02-11
-0.00194791
-0.00878766
-0.00205288
-0.00044170
0.00301734
-0.00668290
0.00306468
0.00229718
-0.00150793
-0.00002903
-0.01028327
-0.02387328
-0.01579445
2015-02-12
-0.00790821
-0.00261898
-0.00237169
-0.00088272
-0.00126608
-0.00678000
-0.01318841
-0.00584386
-0.00100659
0.00959830
0.00090195
0.04738516
-0.10039377
2015-02-13
0.00441163
0.00858069
-0.00133428
0.00809808
0.00974175
0.01049003
0.00436021
0.00777468
0.01746986
0.00406646
0.00523178
0.03019750
-0.04329684
